,e_serial_p0,Direction_p0,e_high_p0,e_low_p0,e_close_p0,e_serial_p1,Direction_p1,e_high_p1,e_low_p1,e_close_p1,e_serial_p2,Direction_p2,e_high_p2,e_low_p2,e_close_p2,e_serial_p3,Direction_p3,e_high_p3,e_low_p3,e_close_p3,e_serial_p4,Direction_p4,e_high_p4,e_low_p4,e_close_p4,e_serial_p5,Direction_p5,e_high_p5,e_low_p5,e_close_p5,w0,w1,w2,w3,w4,w5,c_serial,c_high,c_low,c_close,c_time
0,62,Bear,1.2349,1.2334,1.2338,107,Bull,1.2239,1.2213,1.2224,112,Bear,1.2285,1.2234,1.2272,208,Bull,1.2132,1.2111,1.212,212,Bear,1.2179,1.215,1.2166,243,Bull,1.2078,1.2065,1.2076,2021-01-06 19:00:00,2021-01-08 16:00:00,2021-01-08 21:00:00,2021-01-14 21:00:00,2021-01-15 01:00:00,2021-01-18 08:00:00,245,1.2085,1.2075,1.2083,2021-01-18 10:00:00
1,62,Bear,1.2349,1.2334,1.2338,107,Bull,1.2239,1.2213,1.2224,112,Bear,1.2285,1.2234,1.2272,208,Bull,1.2132,1.2111,1.212,212,Bear,1.2179,1.215,1.2166,255,Bull,1.2067,1.2054,1.2056,2021-01-06 19:00:00,2021-01-08 16:00:00,2021-01-08 21:00:00,2021-01-14 21:00:00,2021-01-15 01:00:00,2021-01-18 20:00:00,257,1.2073,1.2063,1.2072,2021-01-18 22:00:00
2,348,Bear,1.219,1.216,1.2174,394,Bull,1.2131,1.2108,1.2111,402,Bear,1.2176,1.2158,1.2168,546,Bull,1.203,1.2004,1.2011,555,Bear,1.2043,1.2035,1.2036,564,Bull,1.1996,1.1983,1.1986,2021-01-22 17:00:00,2021-01-26 15:00:00,2021-01-26 23:00:00,2021-02-03 23:00:00,2021-02-04 08:00:00,2021-02-04 17:00:00,568,1.1998,1.1984,1.1984,2021-02-04 21:00:00
3,348,Bear,1.219,1.216,1.2174,425,Bull,1.2113,1.2059,1.2068,473,Bear,1.2156,1.214,1.2147,546,Bull,1.203,1.2004,1.2011,555,Bear,1.2043,1.2035,1.2036,564,Bull,1.1996,1.1983,1.1986,2021-01-22 17:00:00,2021-01-27 22:00:00,2021-01-29 22:00:00,2021-02-03 23:00:00,2021-02-04 08:00:00,2021-02-04 17:00:00,568,1.1998,1.1984,1.1984,2021-02-04 21:00:00
4,369,Bear,1.2183,1.2174,1.2177,394,Bull,1.2131,1.2108,1.2111,402,Bear,1.2176,1.2158,1.2168,546,Bull,1.203,1.2004,1.2011,555,Bear,1.2043,1.2035,1.2036,564,Bull,1.1996,1.1983,1.1986,2021-01-25 14:00:00,2021-01-26 15:00:00,2021-01-26 23:00:00,2021-02-03 23:00:00,2021-02-04 08:00:00,2021-02-04 17:00:00,568,1.1998,1.1984,1.1984,2021-02-04 21:00:00
5,369,Bear,1.2183,1.2174,1.2177,425,Bull,1.2113,1.2059,1.2068,473,Bear,1.2156,1.214,1.2147,546,Bull,1.203,1.2004,1.2011,555,Bear,1.2043,1.2035,1.2036,564,Bull,1.1996,1.1983,1.1986,2021-01-25 14:00:00,2021-01-27 22:00:00,2021-01-29 22:00:00,2021-02-03 23:00:00,2021-02-04 08:00:00,2021-02-04 17:00:00,568,1.1998,1.1984,1.1984,2021-02-04 21:00:00
6,402,Bear,1.2176,1.2158,1.2168,425,Bull,1.2113,1.2059,1.2068,473,Bear,1.2156,1.214,1.2147,546,Bull,1.203,1.2004,1.2011,555,Bear,1.2043,1.2035,1.2036,564,Bull,1.1996,1.1983,1.1986,2021-01-26 23:00:00,2021-01-27 22:00:00,2021-01-29 22:00:00,2021-02-03 23:00:00,2021-02-04 08:00:00,2021-02-04 17:00:00,568,1.1998,1.1984,1.1984,2021-02-04 21:00:00
7,348,Bear,1.219,1.216,1.2174,394,Bull,1.2131,1.2108,1.2111,402,Bear,1.2176,1.2158,1.2168,546,Bull,1.203,1.2004,1.2011,555,Bear,1.2043,1.2035,1.2036,582,Bull,1.1957,1.1952,1.1955,2021-01-22 17:00:00,2021-01-26 15:00:00,2021-01-26 23:00:00,2021-02-03 23:00:00,2021-02-04 08:00:00,2021-02-05 11:00:00,585,1.1966,1.196,1.1966,2021-02-05 14:00:00
8,348,Bear,1.219,1.216,1.2174,425,Bull,1.2113,1.2059,1.2068,473,Bear,1.2156,1.214,1.2147,546,Bull,1.203,1.2004,1.2011,555,Bear,1.2043,1.2035,1.2036,582,Bull,1.1957,1.1952,1.1955,2021-01-22 17:00:00,2021-01-27 22:00:00,2021-01-29 22:00:00,2021-02-03 23:00:00,2021-02-04 08:00:00,2021-02-05 11:00:00,585,1.1966,1.196,1.1966,2021-02-05 14:00:00
9,369,Bear,1.2183,1.2174,1.2177,394,Bull,1.2131,1.2108,1.2111,402,Bear,1.2176,1.2158,1.2168,546,Bull,1.203,1.2004,1.2011,555,Bear,1.2043,1.2035,1.2036,582,Bull,1.1957,1.1952,1.1955,2021-01-25 14:00:00,2021-01-26 15:00:00,2021-01-26 23:00:00,2021-02-03 23:00:00,2021-02-04 08:00:00,2021-02-05 11:00:00,585,1.1966,1.196,1.1966,2021-02-05 14:00:00
