,e_serial_p0,Direction_p0,e_high_p0,e_low_p0,e_close_p0,e_serial_p1,Direction_p1,e_high_p1,e_low_p1,e_close_p1,e_serial_p2,Direction_p2,e_high_p2,e_low_p2,e_close_p2,e_serial_p3,Direction_p3,e_high_p3,e_low_p3,e_close_p3,e_serial_p4,Direction_p4,e_high_p4,e_low_p4,e_close_p4,e_serial_p5,Direction_p5,e_high_p5,e_low_p5,e_close_p5,w0,w1,w2,w3,w4,w5,c_serial,c_high,c_low,c_close,c_time
0,26,Bull,1.1352,1.131,1.1312,60,Bear,1.1419,1.1403,1.1404,65,Bull,1.1373,1.1346,1.1354,99,Bear,1.1485,1.1467,1.1468,112,Bull,1.145,1.1422,1.1428,150,Bear,1.157,1.1555,1.1569,2019-01-03 07:00:00,2019-01-04 17:00:00,2019-01-04 22:00:00,2019-01-08 08:00:00,2019-01-08 21:00:00,2019-01-10 11:00:00,153,1.1561,1.1551,1.1552,2019-01-10 14:00:00
1,150,Bear,1.157,1.1555,1.1569,205,Bull,1.1466,1.1451,1.1462,220,Bear,1.149,1.1472,1.1485,237,Bull,1.139,1.1382,1.1387,252,Bear,1.1425,1.1409,1.1411,254,Bull,1.1402,1.1378,1.1378,2019-01-10 11:00:00,2019-01-14 18:00:00,2019-01-15 09:00:00,2019-01-16 02:00:00,2019-01-16 17:00:00,2019-01-16 19:00:00,258,1.1404,1.1392,1.1394,2019-01-16 23:00:00
2,150,Bear,1.157,1.1555,1.1569,205,Bull,1.1466,1.1451,1.1462,220,Bear,1.149,1.1472,1.1485,237,Bull,1.139,1.1382,1.1387,252,Bear,1.1425,1.1409,1.1411,274,Bull,1.1394,1.1371,1.1388,2019-01-10 11:00:00,2019-01-14 18:00:00,2019-01-15 09:00:00,2019-01-16 02:00:00,2019-01-16 17:00:00,2019-01-17 15:00:00,276,1.1402,1.1391,1.1394,2019-01-17 17:00:00
3,150,Bear,1.157,1.1555,1.1569,205,Bull,1.1466,1.1451,1.1462,220,Bear,1.149,1.1472,1.1485,237,Bull,1.139,1.1382,1.1387,252,Bear,1.1425,1.1409,1.1411,282,Bull,1.1394,1.137,1.1381,2019-01-10 11:00:00,2019-01-14 18:00:00,2019-01-15 09:00:00,2019-01-16 02:00:00,2019-01-16 17:00:00,2019-01-17 23:00:00,299,1.1401,1.1388,1.1396,2019-01-18 16:00:00
4,150,Bear,1.157,1.1555,1.1569,205,Bull,1.1466,1.1451,1.1462,220,Bear,1.149,1.1472,1.1485,274,Bull,1.1394,1.1371,1.1388,279,Bear,1.1406,1.1399,1.1401,282,Bull,1.1394,1.137,1.1381,2019-01-10 11:00:00,2019-01-14 18:00:00,2019-01-15 09:00:00,2019-01-17 15:00:00,2019-01-17 20:00:00,2019-01-17 23:00:00,299,1.1401,1.1388,1.1396,2019-01-18 16:00:00
5,150,Bear,1.157,1.1555,1.1569,205,Bull,1.1466,1.1451,1.1462,220,Bear,1.149,1.1472,1.1485,237,Bull,1.139,1.1382,1.1387,252,Bear,1.1425,1.1409,1.1411,307,Bull,1.1368,1.1353,1.1362,2019-01-10 11:00:00,2019-01-14 18:00:00,2019-01-15 09:00:00,2019-01-16 02:00:00,2019-01-16 17:00:00,2019-01-19 00:00:00,315,1.1378,1.1365,1.1374,2019-01-21 08:00:00
6,150,Bear,1.157,1.1555,1.1569,205,Bull,1.1466,1.1451,1.1462,220,Bear,1.149,1.1472,1.1485,282,Bull,1.1394,1.137,1.1381,301,Bear,1.141,1.1398,1.1407,307,Bull,1.1368,1.1353,1.1362,2019-01-10 11:00:00,2019-01-14 18:00:00,2019-01-15 09:00:00,2019-01-17 23:00:00,2019-01-18 18:00:00,2019-01-19 00:00:00,315,1.1378,1.1365,1.1374,2019-01-21 08:00:00
7,150,Bear,1.157,1.1555,1.1569,205,Bull,1.1466,1.1451,1.1462,220,Bear,1.149,1.1472,1.1485,237,Bull,1.139,1.1382,1.1387,252,Bear,1.1425,1.1409,1.1411,346,Bull,1.1356,1.1346,1.1353,2019-01-10 11:00:00,2019-01-14 18:00:00,2019-01-15 09:00:00,2019-01-16 02:00:00,2019-01-16 17:00:00,2019-01-22 15:00:00,348,1.1365,1.1357,1.1361,2019-01-22 17:00:00
8,150,Bear,1.157,1.1555,1.1569,205,Bull,1.1466,1.1451,1.1462,220,Bear,1.149,1.1472,1.1485,282,Bull,1.1394,1.137,1.1381,301,Bear,1.141,1.1398,1.1407,346,Bull,1.1356,1.1346,1.1353,2019-01-10 11:00:00,2019-01-14 18:00:00,2019-01-15 09:00:00,2019-01-17 23:00:00,2019-01-18 18:00:00,2019-01-22 15:00:00,348,1.1365,1.1357,1.1361,2019-01-22 17:00:00
9,150,Bear,1.157,1.1555,1.1569,205,Bull,1.1466,1.1451,1.1462,220,Bear,1.149,1.1472,1.1485,307,Bull,1.1368,1.1353,1.1362,322,Bear,1.1391,1.1376,1.1385,346,Bull,1.1356,1.1346,1.1353,2019-01-10 11:00:00,2019-01-14 18:00:00,2019-01-15 09:00:00,2019-01-19 00:00:00,2019-01-21 15:00:00,2019-01-22 15:00:00,348,1.1365,1.1357,1.1361,2019-01-22 17:00:00
10,150,Bear,1.157,1.1555,1.1569,205,Bull,1.1466,1.1451,1.1462,220,Bear,1.149,1.1472,1.1485,307,Bull,1.1368,1.1353,1.1362,340,Bear,1.1373,1.1367,1.137,346,Bull,1.1356,1.1346,1.1353,2019-01-10 11:00:00,2019-01-14 18:00:00,2019-01-15 09:00:00,2019-01-19 00:00:00,2019-01-22 09:00:00,2019-01-22 15:00:00,348,1.1365,1.1357,1.1361,2019-01-22 17:00:00
11,150,Bear,1.157,1.1555,1.1569,205,Bull,1.1466,1.1451,1.1462,220,Bear,1.149,1.1472,1.1485,237,Bull,1.139,1.1382,1.1387,252,Bear,1.1425,1.1409,1.1411,353,Bull,1.1356,1.1336,1.1355,2019-01-10 11:00:00,2019-01-14 18:00:00,2019-01-15 09:00:00,2019-01-16 02:00:00,2019-01-16 17:00:00,2019-01-22 22:00:00,356,1.1371,1.1358,1.1369,2019-01-23 01:00:00
12,150,Bear,1.157,1.1555,1.1569,205,Bull,1.1466,1.1451,1.1462,220,Bear,1.149,1.1472,1.1485,282,Bull,1.1394,1.137,1.1381,301,Bear,1.141,1.1398,1.1407,353,Bull,1.1356,1.1336,1.1355,2019-01-10 11:00:00,2019-01-14 18:00:00,2019-01-15 09:00:00,2019-01-17 23:00:00,2019-01-18 18:00:00,2019-01-22 22:00:00,356,1.1371,1.1358,1.1369,2019-01-23 01:00:00
13,150,Bear,1.157,1.1555,1.1569,205,Bull,1.1466,1.1451,1.1462,220,Bear,1.149,1.1472,1.1485,307,Bull,1.1368,1.1353,1.1362,322,Bear,1.1391,1.1376,1.1385,353,Bull,1.1356,1.1336,1.1355,2019-01-10 11:00:00,2019-01-14 18:00:00,2019-01-15 09:00:00,2019-01-19 00:00:00,2019-01-21 15:00:00,2019-01-22 22:00:00,356,1.1371,1.1358,1.1369,2019-01-23 01:00:00
14,150,Bear,1.157,1.1555,1.1569,205,Bull,1.1466,1.1451,1.1462,220,Bear,1.149,1.1472,1.1485,307,Bull,1.1368,1.1353,1.1362,340,Bear,1.1373,1.1367,1.137,353,Bull,1.1356,1.1336,1.1355,2019-01-10 11:00:00,2019-01-14 18:00:00,2019-01-15 09:00:00,2019-01-19 00:00:00,2019-01-22 09:00:00,2019-01-22 22:00:00,356,1.1371,1.1358,1.1369,2019-01-23 01:00:00
15,514,Bear,1.1514,1.1495,1.1496,536,Bull,1.1443,1.1434,1.1437,547,Bear,1.1489,1.1466,1.1473,659,Bull,1.134,1.1323,1.1332,664,Bear,1.1351,1.1343,1.1347,673,Bull,1.1324,1.1315,1.1319,2019-01-31 15:00:00,2019-02-01 13:00:00,2019-02-02 00:00:00,2019-02-08 16:00:00,2019-02-08 21:00:00,2019-02-11 06:00:00,675,1.1326,1.1323,1.1324,2019-02-11 08:00:00
16,514,Bear,1.1514,1.1495,1.1496,536,Bull,1.1443,1.1434,1.1437,547,Bear,1.1489,1.1466,1.1473,659,Bull,1.134,1.1323,1.1332,664,Bear,1.1351,1.1343,1.1347,693,Bull,1.1274,1.1267,1.1271,2019-01-31 15:00:00,2019-02-01 13:00:00,2019-02-02 00:00:00,2019-02-08 16:00:00,2019-02-08 21:00:00,2019-02-12 02:00:00,698,1.1279,1.1274,1.1279,2019-02-12 07:00:00
17,514,Bear,1.1514,1.1495,1.1496,536,Bull,1.1443,1.1434,1.1437,547,Bear,1.1489,1.1466,1.1473,659,Bull,1.134,1.1323,1.1332,664,Bear,1.1351,1.1343,1.1347,707,Bull,1.129,1.1258,1.1266,2019-01-31 15:00:00,2019-02-01 13:00:00,2019-02-02 00:00:00,2019-02-08 16:00:00,2019-02-08 21:00:00,2019-02-12 16:00:00,712,1.1298,1.1289,1.1293,2019-02-12 21:00:00
18,514,Bear,1.1514,1.1495,1.1496,536,Bull,1.1443,1.1434,1.1437,547,Bear,1.1489,1.1466,1.1473,659,Bull,1.134,1.1323,1.1332,664,Bear,1.1351,1.1343,1.1347,745,Bull,1.1267,1.1249,1.1257,2019-01-31 15:00:00,2019-02-01 13:00:00,2019-02-02 00:00:00,2019-02-08 16:00:00,2019-02-08 21:00:00,2019-02-14 06:00:00,748,1.127,1.1262,1.127,2019-02-14 09:00:00
