,e_serial_p0,Direction_p0,e_high_p0,e_low_p0,e_close_p0,e_serial_p1,Direction_p1,e_high_p1,e_low_p1,e_close_p1,e_serial_p2,Direction_p2,e_high_p2,e_low_p2,e_close_p2,e_serial_p3,Direction_p3,e_high_p3,e_low_p3,e_close_p3,e_serial_p4,Direction_p4,e_high_p4,e_low_p4,e_close_p4,e_serial_p5,Direction_p5,e_high_p5,e_low_p5,e_close_p5,w0,w1,w2,w3,w4,w5,c_serial,c_high,c_low,c_close,c_time
0,566,Bull,1.3585,1.3566,1.3568,603,Bear,1.3741,1.3725,1.3726,615,Bull,1.3695,1.368,1.369,665,Bear,1.3866,1.3843,1.3843,708,Bull,1.379,1.3776,1.3788,739,Bear,1.3919,1.3908,1.3919,2021-02-04 19:00:00,2021-02-08 08:00:00,2021-02-08 20:00:00,2021-02-10 22:00:00,2021-02-12 17:00:00,2021-02-16 00:00:00,744,1.3911,1.3901,1.3903,2021-02-16 05:00:00
1,566,Bull,1.3585,1.3566,1.3568,603,Bear,1.3741,1.3725,1.3726,615,Bull,1.3695,1.368,1.369,665,Bear,1.3866,1.3843,1.3843,708,Bull,1.379,1.3776,1.3788,750,Bear,1.3952,1.3945,1.3949,2021-02-04 19:00:00,2021-02-08 08:00:00,2021-02-08 20:00:00,2021-02-10 22:00:00,2021-02-12 17:00:00,2021-02-16 11:00:00,752,1.3944,1.3926,1.3934,2021-02-16 13:00:00
2,566,Bull,1.3585,1.3566,1.3568,603,Bear,1.3741,1.3725,1.3726,615,Bull,1.3695,1.368,1.369,665,Bear,1.3866,1.3843,1.3843,708,Bull,1.379,1.3776,1.3788,832,Bear,1.4036,1.401,1.403,2021-02-04 19:00:00,2021-02-08 08:00:00,2021-02-08 20:00:00,2021-02-10 22:00:00,2021-02-12 17:00:00,2021-02-19 21:00:00,837,1.4023,1.4006,1.4014,2021-02-20 02:00:00
3,566,Bull,1.3585,1.3566,1.3568,603,Bear,1.3741,1.3725,1.3726,615,Bull,1.3695,1.368,1.369,750,Bear,1.3952,1.3945,1.3949,787,Bull,1.3857,1.383,1.3846,832,Bear,1.4036,1.401,1.403,2021-02-04 19:00:00,2021-02-08 08:00:00,2021-02-08 20:00:00,2021-02-16 11:00:00,2021-02-18 00:00:00,2021-02-19 21:00:00,837,1.4023,1.4006,1.4014,2021-02-20 02:00:00
4,566,Bull,1.3585,1.3566,1.3568,603,Bear,1.3741,1.3725,1.3726,615,Bull,1.3695,1.368,1.369,665,Bear,1.3866,1.3843,1.3843,708,Bull,1.379,1.3776,1.3788,844,Bear,1.4052,1.4032,1.4034,2021-02-04 19:00:00,2021-02-08 08:00:00,2021-02-08 20:00:00,2021-02-10 22:00:00,2021-02-12 17:00:00,2021-02-22 09:00:00,849,1.4019,1.4011,1.4014,2021-02-22 14:00:00
5,566,Bull,1.3585,1.3566,1.3568,603,Bear,1.3741,1.3725,1.3726,615,Bull,1.3695,1.368,1.369,750,Bear,1.3952,1.3945,1.3949,787,Bull,1.3857,1.383,1.3846,844,Bear,1.4052,1.4032,1.4034,2021-02-04 19:00:00,2021-02-08 08:00:00,2021-02-08 20:00:00,2021-02-16 11:00:00,2021-02-18 00:00:00,2021-02-22 09:00:00,849,1.4019,1.4011,1.4014,2021-02-22 14:00:00
6,615,Bull,1.3695,1.368,1.369,665,Bear,1.3866,1.3843,1.3843,708,Bull,1.379,1.3776,1.3788,844,Bear,1.4052,1.4032,1.4034,850,Bull,1.4014,1.3981,1.3992,860,Bear,1.4086,1.4071,1.4082,2021-02-08 20:00:00,2021-02-10 22:00:00,2021-02-12 17:00:00,2021-02-22 09:00:00,2021-02-22 15:00:00,2021-02-23 01:00:00,864,1.4066,1.4058,1.4063,2021-02-23 05:00:00
7,615,Bull,1.3695,1.368,1.369,750,Bear,1.3952,1.3945,1.3949,787,Bull,1.3857,1.383,1.3846,844,Bear,1.4052,1.4032,1.4034,850,Bull,1.4014,1.3981,1.3992,860,Bear,1.4086,1.4071,1.4082,2021-02-08 20:00:00,2021-02-16 11:00:00,2021-02-18 00:00:00,2021-02-22 09:00:00,2021-02-22 15:00:00,2021-02-23 01:00:00,864,1.4066,1.4058,1.4063,2021-02-23 05:00:00
8,708,Bull,1.379,1.3776,1.3788,750,Bear,1.3952,1.3945,1.3949,787,Bull,1.3857,1.383,1.3846,844,Bear,1.4052,1.4032,1.4034,850,Bull,1.4014,1.3981,1.3992,860,Bear,1.4086,1.4071,1.4082,2021-02-12 17:00:00,2021-02-16 11:00:00,2021-02-18 00:00:00,2021-02-22 09:00:00,2021-02-22 15:00:00,2021-02-23 01:00:00,864,1.4066,1.4058,1.4063,2021-02-23 05:00:00
9,615,Bull,1.3695,1.368,1.369,665,Bear,1.3866,1.3843,1.3843,708,Bull,1.379,1.3776,1.3788,844,Bear,1.4052,1.4032,1.4034,850,Bull,1.4014,1.3981,1.3992,875,Bear,1.4098,1.4071,1.4087,2021-02-08 20:00:00,2021-02-10 22:00:00,2021-02-12 17:00:00,2021-02-22 09:00:00,2021-02-22 15:00:00,2021-02-23 16:00:00,880,1.4082,1.4062,1.4075,2021-02-23 21:00:00
10,615,Bull,1.3695,1.368,1.369,750,Bear,1.3952,1.3945,1.3949,787,Bull,1.3857,1.383,1.3846,844,Bear,1.4052,1.4032,1.4034,850,Bull,1.4014,1.3981,1.3992,875,Bear,1.4098,1.4071,1.4087,2021-02-08 20:00:00,2021-02-16 11:00:00,2021-02-18 00:00:00,2021-02-22 09:00:00,2021-02-22 15:00:00,2021-02-23 16:00:00,880,1.4082,1.4062,1.4075,2021-02-23 21:00:00
11,708,Bull,1.379,1.3776,1.3788,750,Bear,1.3952,1.3945,1.3949,787,Bull,1.3857,1.383,1.3846,844,Bear,1.4052,1.4032,1.4034,850,Bull,1.4014,1.3981,1.3992,875,Bear,1.4098,1.4071,1.4087,2021-02-12 17:00:00,2021-02-16 11:00:00,2021-02-18 00:00:00,2021-02-22 09:00:00,2021-02-22 15:00:00,2021-02-23 16:00:00,880,1.4082,1.4062,1.4075,2021-02-23 21:00:00
12,615,Bull,1.3695,1.368,1.369,665,Bear,1.3866,1.3843,1.3843,708,Bull,1.379,1.3776,1.3788,844,Bear,1.4052,1.4032,1.4034,850,Bull,1.4014,1.3981,1.3992,892,Bear,1.4242,1.4127,1.4178,2021-02-08 20:00:00,2021-02-10 22:00:00,2021-02-12 17:00:00,2021-02-22 09:00:00,2021-02-22 15:00:00,2021-02-24 09:00:00,904,1.4126,1.4092,1.4098,2021-02-24 21:00:00
