Date,open,high,low,close,spread
2019-01-01 22:00:00+00:00,1.27525,1.27526,1.273735,1.27432,0.001464991
2019-01-01 23:00:00+00:00,1.274335,1.275525,1.27402,1.275355,0.00022528924
2019-01-02 00:00:00+00:00,1.2753451,1.275355,1.2745099,1.274895,0.0001353095
2019-01-02 01:00:00+00:00,1.2748799,1.27489,1.2741599,1.27454,0.00011900869
2019-01-02 02:00:00+00:00,1.27454,1.27454,1.272335,1.272845,0.00011217852
2019-01-02 03:00:00+00:00,1.272845,1.273095,1.272625,1.2730601,0.00011326441
2019-01-02 04:00:00+00:00,1.2730601,1.27355,1.272915,1.27338,0.000108372195
2019-01-02 05:00:00+00:00,1.2734001,1.27579,1.2732799,1.275625,0.00012728773
2019-01-02 06:00:00+00:00,1.27563,1.2773399,1.2752149,1.275545,0.00010981089
2019-01-02 07:00:00+00:00,1.2755301,1.276345,1.274755,1.2751949,9.8330645e-05
2019-01-02 08:00:00+00:00,1.27518,1.276075,1.2695949,1.271155,9.488119e-05
2019-01-02 09:00:00+00:00,1.2711351,1.27196,1.268785,1.2688949,9.685424e-05
2019-01-02 10:00:00+00:00,1.2688949,1.2703099,1.2671349,1.2673299,9.436985e-05
2019-01-02 11:00:00+00:00,1.26734,1.2674601,1.265995,1.26646,9.4243864e-05
2019-01-02 12:00:00+00:00,1.2664549,1.2665801,1.2644999,1.2651701,8.980694e-05
2019-01-02 13:00:00+00:00,1.26518,1.265535,1.2602999,1.2609451,8.571753e-05
2019-01-02 14:00:00+00:00,1.2609351,1.2618301,1.2597001,1.260685,8.857624e-05
2019-01-02 15:00:00+00:00,1.260695,1.262615,1.2595949,1.26,8.718325e-05
2019-01-02 16:00:00+00:00,1.25999,1.26145,1.2581301,1.259815,8.173906e-05
2019-01-02 17:00:00+00:00,1.2597849,1.26,1.258445,1.2586801,8.936767e-05
2019-01-02 18:00:00+00:00,1.2586801,1.259825,1.2585549,1.2592249,9.063267e-05
2019-01-02 19:00:00+00:00,1.2592249,1.261225,1.2588301,1.2612,9.332483e-05
2019-01-02 20:00:00+00:00,1.261195,1.261615,1.260735,1.261145,0.000103118415
2019-01-02 21:00:00+00:00,1.2611401,1.261435,1.25986,1.2608,0.000120574296
2019-01-02 22:00:00+00:00,1.26096,1.261045,1.244115,1.2472501,0.0010943883
2019-01-02 23:00:00+00:00,1.247575,1.25518,1.247055,1.2516,0.00025034405
2019-01-03 00:00:00+00:00,1.2516301,1.255805,1.251505,1.25481,0.00014457868
2019-01-03 01:00:00+00:00,1.25482,1.25531,1.2537451,1.25477,0.00011844462
2019-01-03 02:00:00+00:00,1.25477,1.25601,1.254245,1.2546351,0.000117646676
2019-01-03 03:00:00+00:00,1.2546451,1.255755,1.2541499,1.2549901,0.00012139005
2019-01-03 04:00:00+00:00,1.254945,1.25527,1.2545199,1.2548449,0.00010861568
2019-01-03 05:00:00+00:00,1.2548499,1.255295,1.25407,1.2546101,0.00011410708
2019-01-03 06:00:00+00:00,1.2546151,1.2558751,1.254245,1.25536,0.00010850072
2019-01-03 07:00:00+00:00,1.2553749,1.25667,1.2542651,1.255245,0.000102082224
2019-01-03 08:00:00+00:00,1.25524,1.25705,1.253885,1.25675,9.705577e-05
2019-01-03 09:00:00+00:00,1.25677,1.25878,1.2560749,1.258105,9.204601e-05
2019-01-03 10:00:00+00:00,1.258095,1.25857,1.256815,1.256945,9.1806345e-05
2019-01-03 11:00:00+00:00,1.2569649,1.2573,1.2551401,1.2558501,8.587577e-05
2019-01-03 12:00:00+00:00,1.2558551,1.2570851,1.25513,1.2560551,8.780814e-05
2019-01-03 13:00:00+00:00,1.2560501,1.2599499,1.2557299,1.259035,9.3233066e-05
2019-01-03 14:00:00+00:00,1.259035,1.259635,1.2576749,1.2578399,9.204346e-05
2019-01-03 15:00:00+00:00,1.25779,1.260725,1.25779,1.2601249,9.471289e-05
2019-01-03 16:00:00+00:00,1.2601149,1.2639451,1.25951,1.26317,9.733801e-05
2019-01-03 17:00:00+00:00,1.26318,1.264775,1.26226,1.2643149,9.598021e-05
2019-01-03 18:00:00+00:00,1.264305,1.2646799,1.263255,1.2632649,0.00010435591
2019-01-03 19:00:00+00:00,1.2632699,1.263705,1.262365,1.26318,0.00010037585
2019-01-03 20:00:00+00:00,1.26318,1.2639301,1.2628851,1.2635,0.00011239883
2019-01-03 21:00:00+00:00,1.26353,1.264085,1.263135,1.263255,0.00013061526
2019-01-03 22:00:00+00:00,1.26327,1.26421,1.26289,1.263515,0.0007864574
2019-01-03 23:00:00+00:00,1.263495,1.2638199,1.26256,1.26275,0.00020026705
2019-01-04 00:00:00+00:00,1.26275,1.26397,1.26162,1.2639151,0.00014560315
2019-01-04 01:00:00+00:00,1.26391,1.264575,1.26354,1.264115,0.000119935874
2019-01-04 02:00:00+00:00,1.2640901,1.2641549,1.2636399,1.2637401,0.00012936357
2019-01-04 03:00:00+00:00,1.263665,1.264355,1.2628851,1.264145,0.00011242251
2019-01-04 04:00:00+00:00,1.2641549,1.26426,1.2634001,1.26373,0.00012614699
2019-01-04 05:00:00+00:00,1.263735,1.2640951,1.26331,1.2634699,0.00013512209
2019-01-04 06:00:00+00:00,1.2634699,1.264055,1.262795,1.2636,0.00012418153
2019-01-04 07:00:00+00:00,1.263625,1.26519,1.2634201,1.265055,0.00010061172
2019-01-04 08:00:00+00:00,1.2650499,1.267175,1.264915,1.2669499,8.732196e-05
2019-01-04 09:00:00+00:00,1.26693,1.26824,1.26686,1.267235,9.096055e-05
2019-01-04 10:00:00+00:00,1.26723,1.26953,1.2666049,1.2676799,8.537876e-05
2019-01-04 11:00:00+00:00,1.2676849,1.2678599,1.2665601,1.2667451,8.832022e-05
2019-01-04 12:00:00+00:00,1.2667551,1.267575,1.26651,1.2669599,9.052676e-05
2019-01-04 13:00:00+00:00,1.2669649,1.267405,1.2634499,1.2643449,9.520092e-05
2019-01-04 14:00:00+00:00,1.2643449,1.2643449,1.2618201,1.2629299,9.21078e-05
2019-01-04 15:00:00+00:00,1.2629249,1.2723451,1.2617049,1.2723451,0.00010325355
2019-01-04 16:00:00+00:00,1.2723501,1.27403,1.27091,1.27368,9.490231e-05
2019-01-04 17:00:00+00:00,1.27368,1.274415,1.2717049,1.2725999,0.00010407911
2019-01-04 18:00:00+00:00,1.2725999,1.27405,1.27194,1.2734251,0.00010848782
2019-01-04 19:00:00+00:00,1.2734201,1.274395,1.27265,1.27422,0.00010867103
2019-01-04 20:00:00+00:00,1.274225,1.2744801,1.273175,1.2737701,0.00010603392
2019-01-04 21:00:00+00:00,1.273785,1.273895,1.27214,1.27238,0.00017063004
2019-01-04 22:00:00+00:00,,,,,
2019-01-04 23:00:00+00:00,,,,,
2019-01-05 00:00:00+00:00,,,,,
2019-01-05 01:00:00+00:00,,,,,
2019-01-05 02:00:00+00:00,,,,,
2019-01-05 03:00:00+00:00,,,,,
2019-01-05 04:00:00+00:00,,,,,
2019-01-05 05:00:00+00:00,,,,,
2019-01-05 06:00:00+00:00,,,,,
2019-01-05 07:00:00+00:00,,,,,
2019-01-05 08:00:00+00:00,,,,,
2019-01-05 09:00:00+00:00,,,,,
2019-01-05 10:00:00+00:00,,,,,
2019-01-05 11:00:00+00:00,,,,,
2019-01-05 12:00:00+00:00,,,,,
2019-01-05 13:00:00+00:00,,,,,
2019-01-05 14:00:00+00:00,,,,,
2019-01-05 15:00:00+00:00,,,,,
2019-01-05 16:00:00+00:00,,,,,
2019-01-05 17:00:00+00:00,,,,,
2019-01-05 18:00:00+00:00,,,,,
